X,Y,ID,RA_NE,Name,Village,Sub_Distri,District,Province,Latitude,Longitude,Cluster_Nu,Type_,Year_,Funds_Reci,Constructi
107.0415,-6.37711111099992,MT-PB0001,MoRA,Yayasan Nurul Huda,Jln. Setu Kojengkang Cikarageman Rt 014/16 III,Setu,Bekasi,Jawa Barat,     -6.37711111100,    107.04150000000,2,MT-PB,2006,"1,646,693,000.00",M
109.395222200000035,-7.700222221999923,MT-PB0002,MoRA,PP. Al Ikhsan,Jl. Raya Pantai Logending KM 2 Gua Petruk Desa Candirenggo,Ayah,Kebumen,Jawa Tengah,     -7.70022222200,    109.39522220000,2,MT-PB,2006,"1,494,362,000.00",M
109.688583300000062,-7.625555555999938,MT-PB0003,MoRA,PP. Al Azhar,Jl. Pemandian Desa Kalijaya,Alian,Kebumen,Jawa Tengah,     -7.62555555600,    109.68858330000,2,MT-PB,2006,"1,576,784,000.00",M
110.781361100000026,-6.722444443999962,MT-PB0004,MoRA,PP. Roudlotul Mubtadiin,Balekambang Gemiring Lor Desa Bandung Rejo,Nalumsari,Jepara,Jawa Tengah,     -6.72244444400,    110.78136110000,2,MT-PB,2006,"1,547,883,000.00",M
113.472713900000031,-6.997038888999953,MT-PB0005,MoRA,PP. Bustanus Sibyan,Desa Bulmatet,Karang Penang,Sampang,Jawa Timur,     -6.99703888900,    113.47271390000,2,MT-PB,2006,"1,488,000,000.00",M
105.07933330000003,-5.325,MT-PB0006,MoRA,PP. Al Ishlah (Negri Katon),Desa Kalirejo,Negeri Katon,Pesawaran,Lampung,     -5.32500000000,    105.07933330000,1,MT-PB,2006,"1,408,532,000.00",M
105.073333300000058,-4.068333332999941,MT-PSA0001,MoRA,PP. Darusalam,Desa Tugu Mulyo,Lempuing,Ogan Komering Ilir,Sumatera Selatan,     -4.06833333300,    105.07333330000,1,MT-PSA,2006,"1,038,180,000.00",M1
104.904166700000076,-4.285277777999909,MT-PSA0002,MoRA,Yayasan Pendidikan Islam Darul Huda,Desa Lubuk Harjo,Semendawai Suku III,Ogan Komering Ulu Timur,Sumatera Selatan,     -4.28527777800,    104.90416670000,1,MT-PSA,2006,"1,026,769,000.00",M1
104.538888900000074,-4.410277777999909,MT-PSA0003,MoRA,PP. Darussalamah,Desa Tebat Jaya,Madang Suku,Ogan Komering Ulu Timur,Sumatera Selatan,     -4.41027777800,    104.53888890000,1,MT-PSA,2006,"604,879,000.00",M2
104.981111100000078,-3.922222221999959,MT-PSA0004,MoRA,PP. Nurul Huda,Desa Sinar Harapan Mulya,Tanjung Lubuk,Ogan Komering Ilir,Sumatera Selatan,     -3.92222222200,    104.98111110000,1,MT-PSA,2006,"1,037,491,000.00",M1
104.748611100000062,-4.4125,MT-PSA0005,MoRA,PP. Al Fattah,Desa Sumber Mulyo,Buay Madang Timur,Ogan Komering Ulu Timur,Sumatera Selatan,     -4.41250000000,    104.74861110000,1,MT-PSA,2006,"1,026,721,000.00",M1
104.891944400000057,-3.905555555999911,MT-PSA0006,MoRA,PP. Hidayatul Mubtadiin,Desa Nirwana,Semendawai Timur,Ogan Komering Ulu Timur,Sumatera Selatan,     -3.90555555600,    104.89194440000,1,MT-PSA,2006,"1,026,493,000.00",M1
104.614444400000082,-4.107222221999962,MT-PSA0007,MoRA,PP. Darussalam Tegal Rejo,Desa Pelita Jaya,Madang Suku 1,Ogan Komering Ulu Timur,Sumatera Selatan,     -4.10722222200,    104.61444440000,1,MT-PSA,2006,"1,026,236,000.00",M1
104.585333300000059,-4.23648333299991,MT-PSA0008,MoRA,PP. Darussalam,Desa Sumber Mulyo,Buay Madang,Ogan Komering Ulu Timur,Sumatera Selatan,     -4.23648333300,    104.58533330000,1,MT-PSA,2006,"1,026,496,000.00",M1
105.6546,-5.73006666699996,MT-PSA0009,MoRA,PP. Terpadu Ushuluddin,Desa Belambangan,Penengahan,Lampung Selatan,Lampung,     -5.73006666700,    105.65460000000,1,MT-PSA,2006,"936,171,000.00",M1
105.596633300000065,-5.67975,MT-PSA0010,MoRA,PP. Babul Hikmah,Desa Kedaton,Kalianda,Lampung Selatan,Lampung,     -5.67975000000,    105.59663330000,1,MT-PSA,2006,"936,166,000.00",M1
105.499722200000065,-5.435,MT-PSA0011,MoRA,PP. Ulul Albab,Desa Banjar Agung,Jati Agung,Lampung Selatan,Lampung,     -5.43500000000,    105.49972220000,1,MT-PSA,2006,"935,381,000.00",M1
105.071388900000045,-5.551388888999952,MT-PSA0012,MoRA,PP. Nurul Huda,Desa Candisari Gunungrejo,Padang cermin,Pesawaran,Lampung,     -5.55138888900,    105.07138890000,1,MT-PSA,2006,"935,541,000.00",M1
105.553888900000061,-5.343333332999919,MT-PSA0013,MoRA,PP. Al Ishlah (Natar),Desa Sukadamai,Natar,Pesawaran,Lampung,     -5.34333333300,    105.55388890000,1,MT-PSA,2006,"935,034,000.00",M1
105.586388900000031,-4.481111110999962,MT-PSA0014,MoRA,PP. Al - Fadhlu,Desa Karya Bhakti,Gedung Aji,Tulang Bawang,Lampung,     -4.48111111100,    105.58638890000,1,MT-PSA,2006,"950,079,000.00",M1
105.64555560000008,-4.417222221999907,MT-PSA0015,MoRA,PP. Mambaul Huda,Desa Trirejo Mulyo,Penawartama,Tulang Bawang,Lampung,     -4.41722222200,    105.64555560000,1,MT-PSA,2006,"950,403,000.00",M1
105.369722200000069,-4.505833332999941,MT-PSA0016,MoRA,PP. Mambaul Ulum,Desa Tri Darma Wirajaya,Banjar Agung,Tulang Bawang,Lampung,     -4.50583333300,    105.36972220000,1,MT-PSA,2006,"950,698,000.00",M1
105.38805560000003,-4.58638888899992,MT-PSA0017,MoRA,PP. Hidayatullah,Desa Cemara Gn. Sakti Menggala Selatan,Menggala,Tulang Bawang,Lampung,     -4.58638888900,    105.38805560000,1,MT-PSA,2006,"561,072,000.00",M2
105.071388900000045,-4.704166666999924,MT-PSA0018,MoRA,PP. Darul Hidayah,Desa Panaragan Jaya,Tulang Bawang Tengah,Tulang Bawang Barat,Lampung,     -4.70416666700,    105.07138890000,1,MT-PSA,2006,"950,118,000.00",M1
105.234722200000078,-4.590277777999916,MT-PSA0019,MoRA,PP. Istiqomah Islamiyah,Desa Panaragan Jaya,Tulang Bawang Tengah,Tulang Bawang Barat,Lampung,     -4.59027777800,    105.23472220000,1,MT-PSA,2006,"950,463,000.00",M1
106.808111100000076,-6.891555555999958,MT-PSA0020,MoRA,PP. Al - Manshuriyah,Jln. Raya Nagrak Desa Karang Tengah,Cibadak,Sukabumi,Jawa Barat,     -6.89155555600,    106.80811110000,2,MT-PSA,2006,"1,029,092,000.00",M1
106.864638900000045,-6.923722221999924,MT-PSA0021,MoRA,PP. Al-Hidayah,Jl. K. Damanhuri KM 1.5 Cimenteng Rt 23/08 Desa Cimahi,Cicantayan,Sukabumi,Jawa Barat,     -6.92372222200,    106.86463890000,2,MT-PSA,2006,"1,022,936,900.00",M1
106.867816700000049,-6.903666666999925,MT-PSA0022,MoRA,PP. Sunanul Huda,Kp. Cikaroya Rt 52/11 Desa Cibolangkaler,Cisaat,Sukabumi,Jawa Barat,     -6.90366666700,    106.86781670000,2,MT-PSA,2006,"1,039,037,000.00",M1
106.843416700000034,-6.908388888999923,MT-PSA0023,MoRA,PP. Al-Falah,Kp. Bantarakaret Rt 02/05 Desa Lembursaweh,Cicantayan,Sukabumi,Jawa Barat,     -6.90838888900,    106.84341670000,2,MT-PSA,2006,"598,497,000.00",M2
106.704444400000057,-7.268888888999925,MT-PSA0024,MoRA,PP. Al-Aman,Jln. Raya Cimanggu No. 26,Jampang Kulon,Sukabumi,Jawa Barat,     -7.26888888900,    106.70444440000,2,MT-PSA,2006,"1,047,485,000.00",M1
108.132694400000048,-7.13483333299996,MT-PSA0025,MoRA,PP. Al - Azhariah,Kp. Panyindangan Cibulan Rt 08/01 Desa Mekarsari,Kadipaten,Tasikmalaya,Jawa Barat,     -7.13483333300,    108.13269440000,2,MT-PSA,2006,"605,591,000.00",M2
108.34894440000005,-7.404055555999946,MT-PSA0026,MoRA,PP. Al-Mobarokah,Jln. Cikondang Cibaros Kp. Sukagalih Rt 034/011 Desa Cineam,Cineam,Tasikmalaya,Jawa Barat,     -7.40405555600,    108.34894440000,2,MT-PSA,2006,"1,002,390,000.00",M1
108.132694400000048,-7.283333332999916,MT-PSA0027,MoRA,PP. Nurul Ihsan,Kp. Cicangkudu,Mangunreja,Tasikmalaya,Jawa Barat,     -7.28333333300,    108.13269440000,2,MT-PSA,2006,"1,001,390,000.00",M1
108.084833300000071,-7.358111110999914,MT-PSA0028,MoRA,PP. Miftahul Fallah,Sindangsono Lebak Desa Sukamanah,Cigalontang,Tasikmalaya,Jawa Barat,     -7.35811111100,    108.08483330000,2,MT-PSA,2006,"1,001,390,000.00",M1
108.303833300000065,-7.809388888999933,MT-PSA0029,MoRA,PP. Mathlaul Ulum,"Jl. Raya Cimanuk Kampung Cisereh, Desa Cimanuk",Cikalong,Tasikmalaya,Jawa Barat,     -7.80938888900,    108.30383330000,2,MT-PSA,2006,"1,001,390,000.00",M1
109.778916700000025,-7.797138888999939,MT-PSA0030,MoRA,PP. Mambaul Hisan,Jl. Kyai Jufri No. 23 Desa Sitibentar,Mirit,Kebumen,Jawa Tengah,     -7.79713888900,    109.77891670000,2,MT-PSA,2006,"592,922,000.00",M2
109.598722200000054,-7.701833332999911,MT-PSA0031,MoRA,PP. Darussa'adah,Dukuh Bulus Desa Kritig,Petanahan,Kebumen,Jawa Tengah,     -7.70183333300,    109.59872220000,2,MT-PSA,2006,"594,901,100.00",M2
109.671916700000054,-7.64777777799992,MT-PSA0032,MoRA,PP. Husnul Hidayah,Desa Karang Tanjung,Alian,Kebumen,Jawa Tengah,     -7.64777777800,    109.67191670000,2,MT-PSA,2006,"599,861,000.00",M2
108.818194400000039,-7.162361110999939,MT-PSA0033,MoRA,PP. Taalamul Huda,Desa Ganggawang RT 01/04 Bentarsari,Salem,Brebes,Jawa Tengah,     -7.16236111100,    108.81819440000,2,MT-PSA,2006,"1,020,895,000.00",M1
113.250833300000068,-8.140555555999924,MT-PSA0034,MoRA,PP. Mambaul Hikam 1,Jln. Citandui No. 57 Suko Jogoyudan,Lumajang,Lumajang,Jawa Timur,     -8.14055555600,    113.25083330000,2,MT-PSA,2006,"604,612,000.00",M2
113.2175,-8.145111110999949,MT-PSA0035,MoRA,PP. Al Fauzan,Desa Labruk Lor,Lumajang,Lumajang,Jawa Timur,     -8.14511111100,    113.21750000000,2,MT-PSA,2006,"1,014,800,000.00",M1
113.008133300000054,-8.244216666999932,MT-PSA0036,MoRA,PP. Haromain,Dsn. Mertosari Rt 01/01 Kel. Kunir Kidul,Kunir,Lumajang,Jawa Timur,     -8.24421666700,    113.00813330000,2,MT-PSA,2006,"604,366,000.00",M2
113.342472200000088,-8.102222221999909,MT-PSA0037,MoRA,PP. Sunan Kalijogo,Desa Tunjung,Randu Agung,Lumajang,Jawa Timur,     -8.10222222200,    113.34247220000,2,MT-PSA,2006,"1,022,900,400.00",M1
114.3459444,-8.243944443999908,MT-PSA0038,MoRA,PP. Al Taufiq,Jln. Cakraningrat No. 14 Desa Sumberrejo,Banyuwangi,Banyuwangi,Jawa Timur,     -8.24394444400,    114.34594440000,1,MT-PSA,2006,"1,022,800,000.00",M1
114.303055600000107,-8.378055555999936,MT-PSA0039,MoRA,PP. Tarbiyatul Muridin,Jln. Mayor Supono Desa Parijatah Kulon,Srono,Banyuwangi,Jawa Timur,     -8.37805555600,    114.30305560000,2,MT-PSA,2006,"1,026,845,000.00",M1
114.38019440000005,-8.179722221999953,MT-PSA0040,MoRA,PP. Fathul Ulum,Lingk. Papring Rt 04/01 Kalipuro,Kalipuro,Banyuwangi,Jawa Timur,     -8.17972222200,    114.38019440000,2,MT-PSA,2006,"1,028,150,000.00",M1
113.291166700000076,-7.090333332999933,MT-PSA0041,MoRA,PP. Al Hidayah,Rohayu,Kedungdung,Sampang,Jawa Timur,     -7.09033333300,    113.29116670000,1,MT-PSA,2008,"1,180,595,000.00",M1
113.171361100000013,-6.9545,MT-PSA0042,MoRA,PP. Nurul Hidayah,Tapaan,Banyuates,Sampang,Jawa Timur,     -6.95450000000,    113.17136110000,1,MT-PSA,2008,"744,983,000.00",M2
113.343611100000089,-6.914555555999925,MT-PSA0043,MoRA,PP. Nurul Jannah,Bira Barat,Ketapang (Sampang),Sampang,Jawa Timur,     -6.91455555600,    113.34361110000,1,MT-PSA,2008,"744,600,000.00",M2
113.274166700000023,-7.040138888999934,MT-PSA0044,MoRA,PP. Tuhfatut Thullab,Sawah Tengah,Robatal,Sampang,Jawa Timur,     -7.04013888900,    113.27416670000,1,MT-PSA,2008,"1,179,577,000.00",M1
113.340611100000046,-7.118027777999941,MT-PSA0045,MoRA,PP. Miftahul Ulum,Tambak,Omben,Sampang,Jawa Timur,     -7.11802777800,    113.34061110000,1,MT-PSA,2008,"743,979,000.00",M2
113.504888900000083,-7.17325,MT-PSA0047,MoRA,PP. Sabilul Mutaqien,Budagan,Pademawu,Pamekasan,Jawa Timur,     -7.17325000000,    113.50488890000,1,MT-PSA,2008,"1,180,750,000.00",M1
113.733611100000076,-6.95275,MT-PSA0048,MoRA,PP. Babul Huda,Duko,Rubaru,Sumenep,Jawa Timur,     -6.95275000000,    113.73361110000,1,MT-PSA,2008,"746,363,000.00",M2
113.622833300000025,-7.122222221999948,MT-PSA0049,MoRA,PP. Al Adhami,Sendang,Pragaan,Sumenep,Jawa Timur,     -7.12222222200,    113.62283330000,1,MT-PSA,2008,"745,762,000.00",M2
112.301,-7.110527777999948,MT-PSA0050,MoRA,PP. Kebon Dalam,Tanggungan,Pucuk,Lamongan,Jawa Timur,     -7.11052777800,    112.30100000000,1,MT-PSA,2008,"1,173,641,000.00",M1
112.286583300000075,-7.136583332999919,MT-PSA0051,MoRA,PP. Nurul Huda Suci,Jubelor,Sugio,Lamongan,Jawa Timur,     -7.13658333300,    112.28658330000,1,MT-PSA,2008,"741,190,000.00",M2
112.62975,-8.002972221999926,MT-PSA0052,MoRA,Bina Lembaga Pesantren Jawa Timur,Kec Lowokwaru Kota Malang,Lowokwaru,Kota Malang,Jawa Timur,     -8.00297222200,    112.62975000000,1,MT-PSA,2008,"740,847,000.00",M2
112.42225,-8.187944443999925,MT-PSA0053,MoRA,Roudlatus Syifa,Arjowilangun,Kalipare,Malang,Jawa Timur,     -8.18794444400,    112.42225000000,1,MT-PSA,2008,"742,843,000.00",M2
113.140083300000015,-8.193583332999935,MT-PSA0054,MoRA,Gubug Al-Munir,Sememu,Pasirian,Lumajang,Jawa Timur,     -8.19358333300,    113.14008330000,1,MT-PSA,2008,"739,888,000.00",M2
113.274444400000107,-8.097361110999941,MT-PSA0055,MoRA,Rouldlatul Jadid,Banyuputih Lor,Randuagung,Lumajang,Jawa Timur,     -8.09736111100,    113.27444440000,1,MT-PSA,2008,"740,581,000.00",M2
108.962777800000026,-7.338611110999921,MT-PSA0056,MoRA,PP. Tanwirul Huda,Padang Sari,Majenang,Cilacap,Jawa Tengah,     -7.33861111100,    108.96277780000,1,MT-PSA,2008,"1,156,181,000.00",M1
110.825277800000038,-7.245,MT-PSA0057,MoRA,PP. Al Hidayah (Grobogan),Sumber Rejosari,Karangrayung,Grobogan,Jawa Tengah,     -7.24500000000,    110.82527780000,1,MT-PSA,2008,"735,947,000.00",M2
108.035833300000036,-7.082638888999952,MT-PSA0058,MoRA,PP. Nurul Falah,Olan Barusuda,Cigedug,Garut,Jawa Barat,     -7.08263888900,    108.03583330000,1,MT-PSA,2008,"739,769,000.00",M2
107.936694400000079,-7.474888888999942,MT-PSA0059,MoRA,PP. Riyadlul Huda,Sukawangi,Singajaya,Garut,Jawa Barat,     -7.47488888900,    107.93669440000,1,MT-PSA,2008,"1,176,667,000.00",M1
107.856611,-7.67619,MT-PSA0060,MoRA,PP. Al Mannar,Sagara Rt. 02/10,Cibalong (Garut),Garut,Jawa Barat,     -7.67619400000,    107.85661100000,1,MT-PSA,2008,"1,173,353,000.00",M1
108.053611,-7.44361,MT-PSA0061,MoRA,PP. Daar El Fikri,Jl. Raya Cigalontang Km. 5,Cigalontang,Tasikmalaya,Jawa Barat,     -7.44361100000,    108.05361100000,1,MT-PSA,2008,"739,921,000.00",M2
108.38963890000008,-7.528305555999907,MT-PSA0062,MoRA,PP. Miftahul Ulum (Ciamis),Langkaplancar,Langkaplancar,Ciamis,Jawa Barat,     -7.52830555600,    108.38963890000,1,MT-PSA,2008,"742,680,000.00",M2
108.470556,-7.48756,MT-PSA0063,MoRA,PP. Nurul Hidayah,Sidamulih,Pamarican,Ciamis,Jawa Barat,     -7.48755600000,    108.47055600000,1,MT-PSA,2008,"1,165,904,000.00",M1
108.721389,-6.94111,MT-PSA0065,MoRA,PP. Miftahul Ulum (Cirebon),Desa Ambit,Waled,Cirebon,Jawa Barat,     -6.94111100000,    108.72138900000,1,MT-PSA,2008,"1,167,653,000.00",M1
108.426139,-6.73675,MT-PSA0066,MoRA,PP. Al Maunah,Desa Kepuh,Palimanan,Cirebon,Jawa Barat,     -6.73675000000,    108.42613900000,1,MT-PSA,2008,"738,957,000.00",M2
106.385833300000058,-6.090833332999921,MT-PSA0067,MoRA,PP. Jamiyatul Kuro / Almaghfiroh),Ds. Cijeruk,Mekar Baru,Tangerang,Banten,     -6.09083333300,    106.38583330000,1,MT-PSA,2008,"1,178,752,000.00",M1
105.445833300000061,-5.456111110999927,MT-PSA0068,MoRA,PP. Sunanul Huda,"Jl. Padat Karya Tg. Waras, Kel. Merak Batin",Natar,Lampung Selatan,Lampung,     -5.45611111100,    105.44583330000,1,MT-PSA,2008,"709,495,000.00",M2
104.880638900000065,-5.452555555999936,MT-PSA0069,MoRA,PP. Al Hikmah,Suka Agung,Pardasuka,Tanggamus,Lampung,     -5.45255555600,    104.88063890000,1,MT-PSA,2008,"710,408,000.00",M2
104.73558330000003,-5.421194443999923,MT-PSA0070,MoRA,PP. Al Barokah,Jl. Jamal Gg. Bandora Blok IV B Desa Purwodadi,Gisting,Tanggamus,Lampung,     -5.42119444400,    104.73558330000,1,MT-PSA,2008,"712,727,000.00",M2
104.879388900000038,-4.81325,MT-PSA0071,MoRA,PP. Miftahul Huda,Jl. Raya Prokimal Sindangsari,Kotabumi,Lampung Utara,Lampung,     -4.81325000000,    104.87938890000,1,MT-PSA,2008,"719,888,000.00",M2
104.736666700000058,-4.843055555999911,MT-PSA0072,MoRA,PP. Darut Tarbiyah,Jl. Yos Sudarso RT. 06/02 Madukoro,Kotabumi Utara,Lampung Utara,Lampung,     -4.84305555600,    104.73666670000,1,MT-PSA,2008,"714,631,000.00",M2
104.430916700000068,-5.091527777999943,MT-PSA0073,MoRA,PP. Raudhatus Solihin,Jl. Raya Gunung Terang No. 9 Desa Gunung Terang,Way Tenong,Lampung Barat,Lampung,     -5.09152777800,    104.43091670000,1,MT-PSA,2008,"715,455,000.00",M2
105.768888900000036,-4.221111110999914,MT-PSA0074,MoRA,PP. Zainul Manaqibis Solihin,Jl. Pesantren Rt. 14/Rk 03 Desa Pangkal Mas Mulya,Mesuji (Tulang Bawang),Tulang Bawang,Lampung,     -4.22111111100,    105.76888890000,1,MT-PSA,2008,"720,826,000.00",M2
105.034805600000027,-5.22205555599993,MT-PSA0075,MoRA,PP. Zainul Manqibil Islam,Jl. Pesantren Rt. 14/Rk. 03 Desa Pangkal Mas Mulya,Adi Luwih,Pringsewu,Lampung,     -5.22205555600,    105.03480560000,1,MT-PSA,2008,"710,420,000.00",M2
105.191555600000072,-5.404805555999928,MT-PSA0076,MoRA,PP. Yamama,Jl. Girijaya Desa Sumber Agung,Kemiling,Bandar Lampung,Lampung,     -5.40480555600,    105.19155560000,4,MT-PSA,2008,"1,114,420,000.00",M1
105.211805600000048,-5.436833332999925,MT-PSA0077,MoRA,PP. Madarizal Ulum,Jl. Simpang makmur Cibiah Desa Batu Putu,Teluk betung Utara,Bandar Lampung,Lampung,     -5.43683333300,    105.21180560000,4,MT-PSA,2008,"1,109,285,000.00",M1
104.591944400000045,-5.112777777999952,MT-PSA0080,MoRA,PP. Darussalam,Jl. Lintas Air Hitam,Way Tenong,Lampung Barat,Lampung,     -5.11277777800,    104.59194440000,4,MT-PSA,2008,"705,106,000.00",M2
105.58225,-5.641388888999927,MT-PSA0083,MoRA,PP. Miftahul Huda 606,"Jl. Waringin Harji, Desa Agong",Kalianda,Lampung Selatan,Lampung,     -5.64138888900,    105.58225000000,4,MT-PSA,2008,"1,112,020,000.00",M1
105.007777800000042,-5.476111110999909,MT-PSA0084,MoRA,PP. Anwarul Hidayah,Jl. Way Ratay Km. 1 Sungai Dua,Kedondong,Pesawaran,Lampung,     -5.47611111100,    105.00777780000,4,MT-PSA,2008,"1,112,555,000.00",M1
105.062111100000038,-5.26966666699991,MT-PSA0085,MoRA,PP. Rodlotul Huda,Desa Sidomulyo,Negeri Katon,Pesawaran,Lampung,     -5.26966666700,    105.06211110000,4,MT-PSA,2008,"1,118,912,000.00",M1
105.616611100000057,-5.644583332999957,MT-PSA0086,MoRA,AL Azhar,"Jl. Sukarno Hatta, Desa Sidomakmur",Waypanji,Lampung Selatan,Lampung,     -5.64458333300,    105.61661110000,4,MT-PSA,2008,"706,530,000.00",M2
105.117388900000037,-5.1755,MT-PSA0087,MoRA,PP. MIS. Minhadlul’ulum,"Jl. Cendana Sari, Desa Trimulyo",Tegineneng,Pesawaran,Lampung,     -5.17550000000,    105.11738890000,4,MT-PSA,2008,"1,118,910,000.00",M1
105.043333300000029,-5.437638888999913,MT-PSA0088,MoRA,PP. Riyadhatul MubtadiIen,"Jl. Tanjung rahayu, Desa Tanjung Agung",Way Lima,Pesawaran,Lampung,     -5.43763888900,    105.04333330000,4,MT-PSA,2008,"1,112,363,000.00",M1
104.985833300000081,-5.065555555999936,MT-PSA0089,MoRA,PP. Al Barokah,Desa Poncowarno,Kalirejo,Lampung Tengah,Lampung,     -5.06555555600,    104.98583330000,4,MT-PSA,2008,"706,395,000.00",M2
104.987222200000076,-4.958333332999928,MT-PSA0090,MoRA,PP. Roudhatus Solihin,Desa Purwosari,Padang Ratu,Lampung Tengah,Lampung,     -4.95833333300,    104.98722220000,4,MT-PSA,2008,"1,118,557,000.00",M1
104.875555600000041,-5.224444443999914,MT-PSA0091,MoRA,PP. Al Basyari,Desa Sendang Mulyo,Sendang Agung,Lampung Tengah,Lampung,     -5.22444444400,    104.87555560000,4,MT-PSA,2008,"1,118,030,000.00",M1
105.23197220000003,-4.794222221999917,MT-PSA0092,MoRA,PP. Nurul Qodiri,Jl. Simpang Bandar Sakti Lempuyang,Way Pangubuan,Lampung Tengah,Lampung,     -4.79422222200,    105.23197220000,4,MT-PSA,2008,"1,112,340,000.00",M1
105.447972200000038,-5.025916666999933,MT-PSA0093,MoRA,PP. Darun Nasi’in,Jl. Raya Purbolinggo,Batanghari Nuban,Lampung Timur,Lampung,     -5.02591666700,    105.44797220000,4,MT-PSA,2008,"1,108,651,000.00",M1
105.729555600000026,-5.513777777999906,MT-PSA0094,MoRA,PP. Al Fatimiyah,Desa Adiluhur,Jabung (Lampung Timur),Lampung Timur,Lampung,     -5.51377777800,    105.72955560000,4,MT-PSA,2008,"703,982,000.00",M2
105.845666700000038,-5.25322222199992,MT-PSA0095,MoRA,PP. YPI Nurul Iman,Desa Suko Rahayu,Labuhan Maringgai,Lampung Timur,Lampung,     -5.25322222200,    105.84566670000,4,MT-PSA,2008,"706,515,000.00",M2
105.484916700000042,-4.977361110999936,MT-PSA0096,MoRA,PP. Assa Alimiyah,Desa Tegal Gondo,Purbolinggo,Lampung Timur,Lampung,     -4.97736111100,    105.48491670000,4,MT-PSA,2008,"1,112,673,000.00",M1
105.544722200000081,-4.959888888999956,MT-PSA0097,MoRA,PP. Tribakti Alhusna,Jl.Bungur Tanjung Kesuma,Purbolinggo,Lampung Timur,Lampung,     -4.95988888900,    105.54472220000,4,MT-PSA,2008,"1,118,224,000.00",M1
105.44525,-4.996805555999913,MT-PSA0098,MoRA,PP. Miftahul Ulum,Jl. Rukti Sedio,Raman Utara,Lampung Timur,Lampung,     -4.99680555600,    105.44525000000,4,MT-PSA,2008,"1,113,022,000.00",M1
105.457027800000049,-5.16502777799991,MT-PSA0099,MoRA,PP. Al Fatah,Jl. Raya Trimulyo,Sekampung,Lampung Timur,Lampung,     -5.16502777800,    105.45702780000,4,MT-PSA,2008,"706,598,000.00",M2
105.478972200000044,-5.119833332999917,MT-PSA0100,MoRA,PP. Darun Najah,Jl. Atmo,Sekampung,Lampung Timur,Lampung,     -5.11983333300,    105.47897220000,4,MT-PSA,2008,"1,105,233,000.00",M1
105.48675,-5.134638888999916,MT-PSA0101,MoRA,PP. Darul Maarif,Jl. Pondok Psantren,Sekampung,Lampung Timur,Lampung,     -5.13463888900,    105.48675000000,4,MT-PSA,2008,"1,105,068,000.00",M1
104.94966670000008,-4.864416666999944,MT-PSA0102,MoRA,PP Al Qudsiyah Miftahul Uum,Jl. Tanjung Mas Desa Kemban Tanjung,Abung Selatan,Lampung Utara,Lampung,     -4.86441666700,    104.94966670000,4,MT-PSA,2008,"1,106,472,000.00",M1
105.1475,-4.681388888999948,MT-PSA0103,MoRA,PP. Salafiyah Al Khoeriyah,Desa Sidorahayu,Abung Semuli,Lampung Utara,Lampung,     -4.68138888900,    105.14750000000,4,MT-PSA,2008,"1,115,159,000.00",M1
104.767777800000033,-5.054166666999947,MT-PSA0104,MoRA,PP. Darul Falah,Jl. Protokol Desa Subik,Abung Tengah,Lampung Utara,Lampung,     -5.05416666700,    104.76777780000,4,MT-PSA,2008,"1,115,448,000.00",M1
104.64336110000005,-4.957777777999922,MT-PSA0105,MoRA,PP. Mambaul Huda Al Islamy,Jl.Raya Amapuradirja Desa Sukamaju,Abung Tinggi,Lampung Utara,Lampung,     -4.95777777800,    104.64336110000,4,MT-PSA,2008,"1,117,418,000.00",M1
105.014944400000047,-4.927305555999908,MT-PSA0106,MoRA,PP. Darul Falah,Jl. Sultan Agung Desa Pagar Gading,Blambangan Pagar,Lampung Utara,Lampung,     -4.92730555600,    105.01494440000,4,MT-PSA,2008,"1,114,786,000.00",M1
104.764444400000059,-4.501944443999946,MT-PSA0107,MoRA,PP. Istiqlal,"Jl.Gunung Manibai Km 1,5 Talang Madura Kubunitu",Sungkai Barat,Lampung Utara,Lampung,     -4.50194444400,    104.76444440000,4,MT-PSA,2008,"1,109,491,000.00",M1
104.908055600000068,-4.445833332999939,MT-PSA0108,MoRA,PP. Raudlatul ulum,Jl. Haji Mansyur 40 Desa Gedung Ketapang,Sungkai Selatan,Lampung Selatan,Lampung,     -4.44583333300,    104.90805560000,4,MT-PSA,2008,"1,116,926,000.00",M1
104.69777780000004,-4.75211111099992,MT-PSA0109,MoRA,PP. Al Hidayah,Desa Negri Campang Jaya,Sungkai Tengah,Lampung Utara,Lampung,     -4.75211111100,    104.69777780000,4,MT-PSA,2008,"1,110,045,000.00",M1
104.905583300000046,-5.298027777999948,MT-PSA0110,MoRA,PP. Miftahul Huda,Dsn Sinarjaya Sinarmulya,Banyumas(Lampung),Pringsewu,Lampung,     -5.29802777800,    104.90558330000,4,MT-PSA,2008,"701,398,000.00",M2
104.908944400000053,-5.352444443999957,MT-PSA0111,MoRA,PP. MIN Pamenang,Dsn Pamenang,Pagelaran (Pringsewu),Pringsewu,Lampung,     -5.35244444400,    104.90894440000,4,MT-PSA,2008,"705,345,000.00",M2
104.841333300000031,-5.343944443999931,MT-PSA0112,MoRA,PP. YPI Baiturrahman,Dsn Tanjung Sari,Pugung,Tanggamus,Lampung,     -5.34394444400,    104.84133330000,4,MT-PSA,2008,"702,211,000.00",M2
